text,audio
Ahmet-san نے これからアラビア語のمضمونを書き始めると決意しました。,"{'bytes': None, 'path': 'audiosamples/audio_1360.wav'}"
東京は素晴らしい都市です، وأنا أحب تعلم اللغات مثل الإسبانية بها.,"{'bytes': None, 'path': 'audiosamples/audio_1361.wav'}"
"عندما يقول الألمان ""Willkommen"", يشعر الضيوف الإسبان بالدفء والترحيب مثل كلمة ""Bienvenidos"".","{'bytes': None, 'path': 'audiosamples/audio_1362.wav'}"
"寒い日ですね、şansınız bol olsun, يوم موفق لكم, espero que tengan éxito.","{'bytes': None, 'path': 'audiosamples/audio_1363.wav'}"
"मुझे encanta की फở phở, وأنا أستمتع به كثيرًا.","{'bytes': None, 'path': 'audiosamples/audio_1364.wav'}"
"ندیم، un chercheur passionné, قرر أن يكتب مقالة عن l'architecture مغاربية et son تأثير على l'urbanisme moderne.","{'bytes': None, 'path': 'audiosamples/audio_1365.wav'}"
"أحب أن أتعلم اللغة الألمانية, denn es eröffnet neue Horizonte und Kulturen.","{'bytes': None, 'path': 'audiosamples/audio_1366.wav'}"
میں आपकी मदद کरنे के लिए hazırım ve امید hai ki biz başaracağız.,"{'bytes': None, 'path': 'audiosamples/audio_1367.wav'}"
"مرحباً بك في إسطنبول، where you can enjoy çay and sushinin lezzetini, all while discussing technology and 明日の予定.","{'bytes': None, 'path': 'audiosamples/audio_1368.wav'}"
"Каждый день (Russian for 'Every day'), eu aprendo (Portuguese for 'I learn') algo nuevo (Spanish for 'something new') ومثير للاهتمام (Standard Arabic for 'and interesting').","{'bytes': None, 'path': 'audiosamples/audio_1369.wav'}"
"Le garçon a dit ""مرحبا"" en admirant ""pemandangan"" güzel devant lui.","{'bytes': None, 'path': 'audiosamples/audio_1370.wav'}"
"Das Wetter ist heute sehr schön, وأنا أتطلع لتناول عشاء لذيذ مع amigos.","{'bytes': None, 'path': 'audiosamples/audio_1371.wav'}"
"Моя мечта - это путешествовать по миру, واكتشاف ثقافات جديدة, এবং বিভিন্ন ভাষা শিখতে, cũng như thưởng thức ẩm thực độc đáo.","{'bytes': None, 'path': 'audiosamples/audio_1372.wav'}"
"आपकी मुस्कान बहुत خوبसورत है, senyummu sangat indah.","{'bytes': None, 'path': 'audiosamples/audio_1373.wav'}"
قرر محمد أن يذهب إلى المكتبة لاستعارة كتب في الفيزياء والكيمياء، لكنه توقف لشراء بعض المسالا والچائے من السوبر ماركت لأمه.,"{'bytes': None, 'path': 'audiosamples/audio_1374.wav'}"
"عندما يقول الألمان ""Willkommen"", يشعر الضيوف الإسبان بالدفء والترحيب مثل كلمة ""Bienvenidos"".","{'bytes': None, 'path': 'audiosamples/audio_1375.wav'}"
"这个句子包括多种语言：Турецкий язык, 简体中文, اللغة العربية الفصحى, и Русский язык, которые вместе показывают красоту языкового разнообразия.","{'bytes': None, 'path': 'audiosamples/audio_1376.wav'}"
A vida (Portuguese) في الطبيعة (Standard Arabic) adalah indah (Indonesian) und wunderbar (German).,"{'bytes': None, 'path': 'audiosamples/audio_1377.wav'}"
"В Ханое я встретил человека, который говорил по-русски, وتحدثنا عن الأدب والثقافة, trong một quán cà phê rất yên tĩnh.","{'bytes': None, 'path': 'audiosamples/audio_1378.wav'}"
"میں love فن der Kunst, which جمع الثقافات verschiedener Länder in harmonischer اتحاد.","{'bytes': None, 'path': 'audiosamples/audio_1379.wav'}"
東京は素晴らしい都市です، وأنا أحب تعلم اللغات مثل الإسبانية بها.,"{'bytes': None, 'path': 'audiosamples/audio_1380.wav'}"
この公園はとても美しく、その美しさはアラビア語で「جمال」（ジャマール）と表現されることもあります。,"{'bytes': None, 'path': 'audiosamples/audio_1381.wav'}"
أنا люблю читать Bücher und to improve my Sprachkenntnisse каждый день.,"{'bytes': None, 'path': 'audiosamples/audio_1382.wav'}"
"Моя мечта - это путешествовать по миру, واكتشاف ثقافات جديدة, এবং বিভিন্ন ভাষা শিখতে, cũng như thưởng thức ẩm thực độc đáo.","{'bytes': None, 'path': 'audiosamples/audio_1383.wav'}"
"Cô ấy nói ""aku cinta kamu"" và ""あいしてる"" bằng một nụ cười rạng rỡ trong khi الشمس تشرق خلفها.","{'bytes': None, 'path': 'audiosamples/audio_1384.wav'}"
"Das Wetter ist heute sehr schön, وأنا أتطلع لتناول عشاء لذيذ مع amigos.","{'bytes': None, 'path': 'audiosamples/audio_1385.wav'}"
تُظهِر النجوم في سماء الصحراء بوضوح لا مثيل له، مُبعثَرة كالأحجار الكريمة على رداء الليل الأسود.,"{'bytes': None, 'path': 'audiosamples/audio_1386.wav'}"
"मुझे encanta की फở phở, وأنا أستمتع به كثيرًا.","{'bytes': None, 'path': 'audiosamples/audio_1387.wav'}"
الحديقة está llena de цветы et de la joie de vivre.,"{'bytes': None, 'path': 'audiosamples/audio_1388.wav'}"
İstanbul'a أحب السفر إلى 東京で新しい文化を体験するのが好きです。,"{'bytes': None, 'path': 'audiosamples/audio_1389.wav'}"
"この素敵なパーティーへようこそ、Herzlich willkommen, أتمنى لكم وقتاً ممتعاً, y espero que todos disfruten de la velada.","{'bytes': None, 'path': 'audiosamples/audio_1390.wav'}"
الحديقة está llena de цветы et de la joie de vivre.,"{'bytes': None, 'path': 'audiosamples/audio_1391.wav'}"
"أخبرني صديقي الياباني ""友達"" أن ""phở"" هو أفضل طعام فيتنامي، et je suis tout à fait d'accord.","{'bytes': None, 'path': 'audiosamples/audio_1392.wav'}"
Anak saya makan phở trong khi menulis بالخط العربي et apprendre des mots français.,"{'bytes': None, 'path': 'audiosamples/audio_1393.wav'}"
"Sofya'da güneş battı, والليل أحيانًا يحكي قصصًا سرمدية، while the angin whispers through the daun in the tranquil evening.","{'bytes': None, 'path': 'audiosamples/audio_1394.wav'}"
This English sentence مع بعض الكلمات العربية também tem palavras em português.,"{'bytes': None, 'path': 'audiosamples/audio_1395.wav'}"
"جادة الشانزليزيه مكان رائع للتنزه و keyifli vakit geçirmek için ideal, avec des amis.","{'bytes': None, 'path': 'audiosamples/audio_1396.wav'}"
"ما أجمل العلاقة التي تجمع بين các bạn, آپ سب کو terima kasih.","{'bytes': None, 'path': 'audiosamples/audio_1397.wav'}"
"আমি প্রতিদিন ""سلام"" (salam) বলে আমার বন্ধুদের সাথে ""محبة"" (muhabbat) ভাগ করি।","{'bytes': None, 'path': 'audiosamples/audio_1398.wav'}"
"Taman ini sangat indah, und die Blumen blühen wunderschön, जबकि बच्चे खेल रहे हैं, والطقس معتدل.","{'bytes': None, 'path': 'audiosamples/audio_1399.wav'}"
"তোমার সঙ্গে আলাপ খুব হোস গেল, seninle konuşmak harikaydı, معك الحديث كان رائعًا, và trò chuyện với bạn rất tuyệt.","{'bytes': None, 'path': 'audiosamples/audio_1400.wav'}"
أصبح الإنترنت مكونًا أساسيًا في حياتنا اليومية، ونحتاج إلى سرعة فائقة للتصفح والاستمتاع بالـ Streaming دون انقطاع.,"{'bytes': None, 'path': 'audiosamples/audio_1401.wav'}"
"Lorsque je suis allé au souk pour acheter des épices, j'ai été fasciné par la diversité et l'odeur envoûtante de chaque بَهَارات disponible.","{'bytes': None, 'path': 'audiosamples/audio_1402.wav'}"
"La 🌎 es bella y رائعة, with un ciel bleu et des gens de toutes cultures.","{'bytes': None, 'path': 'audiosamples/audio_1403.wav'}"
"L'amitié transcende les frontières, दोस्ती सीमाओं को पार करती है, الصداقة تتجاوز الحدود, دوستی حدوں کو عبور کرتی ہے.","{'bytes': None, 'path': 'audiosamples/audio_1404.wav'}"
"Tôi yêu thích học tiếng العربية vì nó giống như một bản nhạc, mỗi từ mang một نغمة đặc biệt và phong phú.","{'bytes': None, 'path': 'audiosamples/audio_1405.wav'}"
"রবার্ট নাইন (""Robert neun"" in German) আন্তর্জাতিক সম্মেলনে কথা বলার জন্য জাকার্তা (""Jakarta"" in Indonesian) যাত্রা করেন, وهو يتحدث العربية بطلاقة أثناء الرحلة (""and he speaks Arabic fluently during the trip"" in Standard Arabic).","{'bytes': None, 'path': 'audiosamples/audio_1406.wav'}"
Вчера я увидел красивую сакуру и قلبي امتلأ بالسلام، さくらの下で平和を感じました، اور میں نے دعا کی کہ یہ لمحات ہمیشہ رہیں.,"{'bytes': None, 'path': 'audiosamples/audio_1407.wav'}"
السفر إلى برلين مع Freunde é uma experiência única que enrichit l'esprit et crée des souvenirs inoubliables.,"{'bytes': None, 'path': 'audiosamples/audio_1408.wav'}"
J'adore القهوة التي تُشرب في 中国的早晨 while reading an English novel.,"{'bytes': None, 'path': 'audiosamples/audio_1409.wav'}"
أنا أحب أن أتعلم اللغة الفيتنامية để mở rộng kiến thức của mình.,"{'bytes': None, 'path': 'audiosamples/audio_1410.wav'}"
الحياة جميلة ketika kita berbagi আনন্দ dengan semua orang.,"{'bytes': None, 'path': 'audiosamples/audio_1411.wav'}"
"В Каире (Cairo), я встретил человека, который говорил по-английски и писал стихи на العربية.","{'bytes': None, 'path': 'audiosamples/audio_1412.wav'}"
"Ketika saya di Paris, أحب أن أتعلم اللغة 日本語を話すことができます。","{'bytes': None, 'path': 'audiosamples/audio_1413.wav'}"
"Yarın, إن شاء الله, мы будем отмечать Tết с tradisyonal Türk lezzetleri.","{'bytes': None, 'path': 'audiosamples/audio_1414.wav'}"
"أحب كيف تتدفق الأنهار في الهند, और वहां के लोगों की मित्रता, trong khi ở Việt Nam, a comida é saborosa.","{'bytes': None, 'path': 'audiosamples/audio_1415.wav'}"
"Моя мечта - это путешествовать по миру, واكتشاف ثقافات جديدة, এবং বিভিন্ন ভাষা শিখতে, cũng như thưởng thức ẩm thực độc đáo.","{'bytes': None, 'path': 'audiosamples/audio_1416.wav'}"
میری والدہ ہمیشہ کہتی ہیں کہ سبر (صبر) اور شکر (شكر) زندگی کی مشکلات کا حل ہوتے ہیں۔,"{'bytes': None, 'path': 'audiosamples/audio_1417.wav'}"
الحياة جميلة 人生は美しいです 生活是美丽的 জীবন সুন্দর।,"{'bytes': None, 'path': 'audiosamples/audio_1418.wav'}"
"میرا نام إبراهيم adalah, y me gusta aprender lenguas nuevas cada día.","{'bytes': None, 'path': 'audiosamples/audio_1419.wav'}"
"寒い日ですね、şansınız bol olsun, يوم موفق لكم, espero que tengan éxito.","{'bytes': None, 'path': 'audiosamples/audio_1420.wav'}"
Anak saya makan phở trong khi menulis بالخط العربي et apprendre des mots français.,"{'bytes': None, 'path': 'audiosamples/audio_1421.wav'}"
مجھے استنبول بہت پسند ہے، وہاں کی مسجد ايا صوفيا عظمت و تاریخ سے بھرپور ہے، و انا احب التنقل بين الأزقة التاريخية.,"{'bytes': None, 'path': 'audiosamples/audio_1422.wav'}"
"L'amitié transcende les frontières, दोस्ती सीमाओं को पार करती है, الصداقة تتجاوز الحدود, دوستی حدوں کو عبور کرتی ہے.","{'bytes': None, 'path': 'audiosamples/audio_1423.wav'}"
"তোমার সঙ্গে আলাপ খুব হোস গেল, seninle konuşmak harikaydı, معك الحديث كان رائعًا, và trò chuyện với bạn rất tuyệt.","{'bytes': None, 'path': 'audiosamples/audio_1424.wav'}"
"Анда (Indonesian for ""you"") es (Spanish for ""is"") очень (Russian for ""very"") مبدع (Standard Arabic for ""creative"").","{'bytes': None, 'path': 'audiosamples/audio_1425.wav'}"
